dataset,seed,chunk_size,embedding,reranking,question,gold_answer,generated_answer,hit_at_k,latency_ms
squad,456,256,baai,False,What have the two different Islamist movements been described as oscillating between?,poles,Two poles.,1,2460.63
squad,456,256,baai,False,Which Spanish officer established the settlement at St. Augustine?,Pedro Menéndez de Avilés,Pedro Menéndez de Avilés.,1,2308.98
squad,456,512,baai,True,What were the structures built by the Soviets typical of?,an Eastern Bloc city,Typical of an Eastern Bloc city.,1,532.86
squad,456,512,baai,True,Packet Switching contrast with what other principal ,circuit switching,Circuit switching.,1,428.31
squad,456,512,baai,True,What protestant religions made Northern European counties safe for Huguenot immigration?,Lutheran and Reformed,Lutheran and Reformed states.,1,956.89
squad,456,512,baai,True,Why did OPEC raise the price of oil to $5.11?,In response to American aid to Israel,In response to American aid to Israel.,1,2690.11
squad,456,512,baai,True,BQP and QMA are examples of complexity classes most commonly associated with what type of Turing machine?,quantum,Quantum Turing machines.,1,2380.5
squad,456,512,baai,True,What was the civil war against Ragibagh also called?,the War of the Two Capitals,The War of the Two Capitals.,1,2810.89
squad,456,512,baai,True,How were Huguenot settlers assimilated into North American society at large?,married outside their immediate French communities,They adapted quickly and often married outside their immediate French communities.,1,2626.83
squad,456,512,baai,True,What is the high end of the temperature range in winter?,70,70.,1,2475.65
squad,456,512,baai,True,What is the region called that is the largest conurbation of the Rhine?,Rhine-Ruhr,The Rhine-Ruhr region.,1,2552.72
squad,456,512,baai,True,What region does use the term 'private schools' to refer to universities?,North America,North America.,1,2503.09
squad,456,512,baai,True,What was the target percentage of households BSkyB wanted to reach?,36%,36% of households in the UK.,1,2538.87
squad,456,512,baai,True,How are ergänzungsschulen funded?,tuition,Ergänzungsschulen are funded in whole by charging their students tuition fees.,1,2375.69
squad,456,512,baai,True,What was Apple Talk ,a proprietary suite of networking protocols developed by Apple Inc. in 1985,A proprietary suite of networking protocols developed by Apple Inc. for Apple Macintosh computers.,1,2609.83
squad,456,512,baai,True,"What alumni wrote ""The Closing of the American Mind""?",Allan Bloom,Allan Bloom.,1,2614.86
squad,456,512,baai,True,Who demonstrated how to create a perfect number from a Mersenne prime?,Euclid,Euclid.,1,2571.84
squad,456,512,baai,True,When are the new Sky Q products going to be available?,2016,The new Sky Q products are to be available in 2016.,1,2556.81
squad,456,512,baai,True,How much oxygen is found is a liter of fresh water under normal conditions?,6.04 milliliters,6.04 milliliters (mL) per liter.,1,2631.45
squad,456,512,baai,True,Where did Korea border Kublai's territory?,northeast,The northeast.,1,2592.54
squad,456,512,baai,True,What molecules of the adaptive immune system only exist in jawed vertebrates?,immunoglobulins and T cell receptors,Immunoglobulins and T cell receptors.,1,2593.49
squad,456,512,baai,True,What does  oxygen therapy promote the body to take up?,gaseous oxygen.,Gaseous oxygen.,1,2805.17
squad,456,512,baai,True,What symbol was employed until early in the 20th century?,The show globe,The show globe was also used until the early 20th century.,1,2540.79
squad,456,512,baai,True,What did Maududi believe Muslim society could not be Islamic in the absence of?,Sharia,Sharia.,1,2539.54
squad,456,512,baai,True,What was used to create a new electromagnetic theory to reconcile the troubles with electromagnetic theory as it used to stand?,quantum mechanics,Quantum mechanics.,1,2524.75
squad,456,512,baai,True,What group of people performed revolutionary civil disobedience toward the Austrian government?,Hungarians,The Hungarians under Ferenc Deák.,1,2938.21
squad,456,512,baai,True,Along what geographic feature are nine residential houses located?,Charles River,The Charles River.,1,2792.59
squad,456,512,baai,True,Which of the tributaries in Germany contributes most? ,Moselle,"The context does not specify which tributary in Germany contributes the most. It mentions the Neckar and the Main as tributaries, but does not provide information on their discharge rates.",1,2633.7
squad,456,512,baai,True,Where did France focus its efforts to rebuild its empire?,Africa,"North and West Africa, as well as South-East Asia.",1,2523.15
squad,456,512,baai,True,In what form are most hospital medications?,"unit-dose, or a single dose of medicine",Unit-dose.,1,2768.31
squad,456,512,baai,True,What grew on a global scale as a result of imperialism?,the world's economy,The world's economy.,1,2631.1
squad,456,512,baai,True,By what process is singlet oxygen made in the tropophere?,photolysis of ozone,The photolysis of ozone by light of short wavelength.,1,2801.21
squad,456,512,baai,True,Where does the Rhine river's measurement begin?,Old Rhine Bridge at Constance,The Old Rhine Bridge at Constance.,1,2564.01
squad,456,512,baai,True,A small fraction of the cold water flow from Lake Constance goes to what other lake?,Lake Überlingen,Lake Überlingen.,1,2600.0
squad,456,512,baai,True,What suffered considerably for Warsaw when it had an Eastern Bloc economy?,infrastructure,Infrastructure in Warsaw suffered considerably.,1,2747.84
squad,456,512,baai,True,What law connects relative velocities with inertia?,Newton's First,Newton's First Law of Motion.,1,2902.11
squad,456,512,baai,True,The Maroons compete in what league division?,NCAA's Division III,Division III.,1,437.27
squad,456,512,baai,True,What city served as Poland's capital in 1313?,Kraków,Kraków.,1,2916.52
squad,456,512,baai,True,The presence of who is highly likely even in small projects?,the mortgage banker,The mortgage banker.,1,2496.39
squad,456,512,baai,True,Who challenged the plague theory first?,British bacteriologist J. F. D. Shrewsbury,J. F. D. Shrewsbury challenged the plague theory first in 1970.,1,2647.89
squad,456,512,baai,True,Which nation contains the majority of the amazon forest?,Brazil,Brazil.,1,2781.99
squad,456,512,baai,True,What implication can be derived for P and NP if P and co-NP are established to be unequal?,P is not equal to NP,"If P and co-NP are established to be unequal, then it can be derived that P is not equal to NP.",1,2371.24
squad,456,512,baai,True,What produces the high levels of oxygen on Earth?,oxygen cycle,Photosynthesis.,1,2510.32
squad,456,512,baai,True,What are the skin cells that can be transformed into tumors known as?,melanocytes,Melanocytes.,1,2702.08
squad,456,512,baai,True,What garden was formally only for royalty?,The Saxon Garden,The Saxon Garden.,1,2925.24
squad,456,512,baai,True,What is another term for university-preparatory schools?,prep schools,"""prep schools""",1,1032.92
squad,456,512,baai,True,Which central European country had a Calvinist ruler?,Prussia,Prussia.,1,1096.0
squad,456,512,baai,True,Which reason is given sometimes to plead not guilty involving these matters?,Guilt implies wrong-doing,A plea of no contest is sometimes regarded as a compromise between guilty and not guilty.,1,1703.1
squad,456,512,baai,True,What is the Victoria state bird?,helmeted honeyeater,The helmeted honeyeater is the state bird of Victoria.,1,1227.38
squad,456,512,baai,True,Telnet was sold to ,Telenet was incorporated in 1973 and started operations in 1975. It went public in 1979 and was then sold to GTE,GTE.,1,1082.71
squad,456,512,baai,True,What have the two different Islamist movements been described as oscillating between?,poles,"Two poles: a strategy of Islamization through state power seized by revolution or invasion, and a ""reformist"" pole where Islamists work to Islamize society gradually ""from the bottom up"".",1,1242.67
squad,456,512,baai,True,Which Spanish officer established the settlement at St. Augustine?,Pedro Menéndez de Avilés,Pedro Menéndez de Avilés.,1,1181.6
squad,456,512,baai,False,What were the structures built by the Soviets typical of?,an Eastern Bloc city,Typical of an Eastern Bloc city.,1,459.08
squad,456,512,baai,False,Packet Switching contrast with what other principal ,circuit switching,Circuit switching.,1,388.4
squad,456,512,baai,False,What protestant religions made Northern European counties safe for Huguenot immigration?,Lutheran and Reformed,Lutheran and Reformed states.,1,548.99
squad,456,512,baai,False,Why did OPEC raise the price of oil to $5.11?,In response to American aid to Israel,In response to American aid to Israel.,1,2627.55
squad,456,512,baai,False,BQP and QMA are examples of complexity classes most commonly associated with what type of Turing machine?,quantum,Quantum Turing machines.,1,2375.62
squad,456,512,baai,False,What was the civil war against Ragibagh also called?,the War of the Two Capitals,The War of the Two Capitals.,1,2713.63
squad,456,512,baai,False,How were Huguenot settlers assimilated into North American society at large?,married outside their immediate French communities,They adapted quickly and often married outside their immediate French communities.,1,2467.08
squad,456,512,baai,False,What is the high end of the temperature range in winter?,70,70.,1,2386.31
squad,456,512,baai,False,What is the region called that is the largest conurbation of the Rhine?,Rhine-Ruhr,The Rhine-Ruhr region.,1,2446.45
squad,456,512,baai,False,What region does use the term 'private schools' to refer to universities?,North America,North America.,1,2446.71
squad,456,512,baai,False,What was the target percentage of households BSkyB wanted to reach?,36%,36% of households in the UK.,1,2504.4
squad,456,512,baai,False,How are ergänzungsschulen funded?,tuition,Ergänzungsschulen are funded in whole by charging their students tuition fees.,1,2501.2
squad,456,512,baai,False,What was Apple Talk ,a proprietary suite of networking protocols developed by Apple Inc. in 1985,A proprietary suite of networking protocols developed by Apple Inc. for Apple Macintosh computers.,1,2459.35
squad,456,512,baai,False,"What alumni wrote ""The Closing of the American Mind""?",Allan Bloom,Allan Bloom.,1,2386.24
squad,456,512,baai,False,Who demonstrated how to create a perfect number from a Mersenne prime?,Euclid,Euclid.,1,2464.63
squad,456,512,baai,False,When are the new Sky Q products going to be available?,2016,The new Sky Q products are to be available in 2016.,1,2471.77
squad,456,512,baai,False,How much oxygen is found is a liter of fresh water under normal conditions?,6.04 milliliters,6.04 milliliters (mL) per liter.,1,2624.3
squad,456,512,baai,False,Where did Korea border Kublai's territory?,northeast,The northeast border.,1,2487.38
squad,456,512,baai,False,What molecules of the adaptive immune system only exist in jawed vertebrates?,immunoglobulins and T cell receptors,Immunoglobulins and T cell receptors.,1,2483.71
squad,456,512,baai,False,What does  oxygen therapy promote the body to take up?,gaseous oxygen.,Gaseous oxygen.,1,2620.01
squad,456,512,baai,False,What symbol was employed until early in the 20th century?,The show globe,The show globe was used until the early 20th century.,1,2647.73
squad,456,512,baai,False,What did Maududi believe Muslim society could not be Islamic in the absence of?,Sharia,Sharia.,1,2473.04
squad,456,512,baai,False,What was used to create a new electromagnetic theory to reconcile the troubles with electromagnetic theory as it used to stand?,quantum mechanics,Quantum mechanics.,1,2506.34
squad,456,512,baai,False,What group of people performed revolutionary civil disobedience toward the Austrian government?,Hungarians,The Hungarians under Ferenc Deák.,1,2585.8
squad,456,512,baai,False,Along what geographic feature are nine residential houses located?,Charles River,The Charles River.,1,2547.66
squad,456,512,baai,False,Which of the tributaries in Germany contributes most? ,Moselle,"The context does not specify which tributary contributes the most. It only mentions the average discharge of the Moselle, which is over 300 m3/s.",1,2521.88
squad,456,512,baai,False,Where did France focus its efforts to rebuild its empire?,Africa,"North and West Africa, as well as South-East Asia, and other regions including Central and East Africa, and the South Pacific.",1,2505.71
squad,456,512,baai,False,In what form are most hospital medications?,"unit-dose, or a single dose of medicine",Unit-dose.,1,2474.92
squad,456,512,baai,False,What grew on a global scale as a result of imperialism?,the world's economy,The world's economy.,1,2408.61
squad,456,512,baai,False,By what process is singlet oxygen made in the tropophere?,photolysis of ozone,The photolysis of ozone by light of short wavelength.,1,2507.86
squad,456,512,baai,False,Where does the Rhine river's measurement begin?,Old Rhine Bridge at Constance,The Old Rhine Bridge at Constance.,1,2497.5
squad,456,512,baai,False,A small fraction of the cold water flow from Lake Constance goes to what other lake?,Lake Überlingen,Lake Überlingen.,1,2432.73
squad,456,512,baai,False,What suffered considerably for Warsaw when it had an Eastern Bloc economy?,infrastructure,Infrastructure in Warsaw suffered considerably.,1,2439.95
squad,456,512,baai,False,What law connects relative velocities with inertia?,Newton's First,Newton's First Law of Motion.,1,2700.02
squad,456,512,baai,False,The Maroons compete in what league division?,NCAA's Division III,Division III.,1,2563.58
squad,456,512,baai,False,What city served as Poland's capital in 1313?,Kraków,Kraków.,1,2368.92
squad,456,512,baai,False,The presence of who is highly likely even in small projects?,the mortgage banker,The mortgage banker.,1,2300.11
squad,456,512,baai,False,Who challenged the plague theory first?,British bacteriologist J. F. D. Shrewsbury,J. F. D. Shrewsbury challenged the plague theory first in 1970.,1,2408.03
squad,456,512,baai,False,Which nation contains the majority of the amazon forest?,Brazil,Brazil.,1,2433.04
squad,456,512,baai,False,What implication can be derived for P and NP if P and co-NP are established to be unequal?,P is not equal to NP,"If P and co-NP are established to be unequal, then it can be derived that P is not equal to NP.",1,2367.85
squad,456,512,baai,False,What produces the high levels of oxygen on Earth?,oxygen cycle,Photosynthesis.,1,2577.01
squad,456,512,baai,False,What are the skin cells that can be transformed into tumors known as?,melanocytes,Melanocytes.,1,2646.55
squad,456,512,baai,False,What garden was formally only for royalty?,The Saxon Garden,The Saxon Garden.,1,2646.29
squad,456,512,baai,False,What is another term for university-preparatory schools?,prep schools,"""prep schools""",1,2577.22
squad,456,512,baai,False,Which central European country had a Calvinist ruler?,Prussia,Prussia.,1,2625.24
squad,456,512,baai,False,Which reason is given sometimes to plead not guilty involving these matters?,Guilt implies wrong-doing,A plea of no contest is sometimes regarded as a compromise between pleading guilty and not guilty.,1,2650.04
squad,456,512,baai,False,What is the Victoria state bird?,helmeted honeyeater,The helmeted honeyeater is the Victoria state bird.,1,2490.01
squad,456,512,baai,False,Telnet was sold to ,Telenet was incorporated in 1973 and started operations in 1975. It went public in 1979 and was then sold to GTE,GTE.,1,2779.69
squad,456,512,baai,False,What have the two different Islamist movements been described as oscillating between?,poles,"Two poles: a strategy of Islamization through state power seized by revolution or invasion, and a ""reformist"" pole where Islamists work to Islamize society gradually ""from the bottom up"".",1,2520.96
squad,456,512,baai,False,Which Spanish officer established the settlement at St. Augustine?,Pedro Menéndez de Avilés,Pedro Menéndez de Avilés.,1,2429.06
squad,456,1024,baai,True,What were the structures built by the Soviets typical of?,an Eastern Bloc city,Eastern Bloc city.,1,869.02
squad,456,1024,baai,True,Packet Switching contrast with what other principal ,circuit switching,Circuit switching.,1,806.71
squad,456,1024,baai,True,What protestant religions made Northern European counties safe for Huguenot immigration?,Lutheran and Reformed,Lutheran and Reformed states.,1,1920.19
squad,456,1024,baai,True,Why did OPEC raise the price of oil to $5.11?,In response to American aid to Israel,In response to American aid to Israel.,1,1151.38
squad,456,1024,baai,True,BQP and QMA are examples of complexity classes most commonly associated with what type of Turing machine?,quantum,Quantum Turing machines.,1,638.39
squad,456,1024,baai,True,What was the civil war against Ragibagh also called?,the War of the Two Capitals,The War of the Two Capitals.,1,2015.89
squad,456,1024,baai,True,How were Huguenot settlers assimilated into North American society at large?,married outside their immediate French communities,"The Huguenot settlers were assimilated into North American society through intermarriage with other communities, leading to the adoption of French first names and surnames by their descendants, and their integration into various Protestant denominations.",1,831.6
squad,456,1024,baai,True,What is the high end of the temperature range in winter?,70,70.,1,2717.77
squad,456,1024,baai,True,What is the region called that is the largest conurbation of the Rhine?,Rhine-Ruhr,The Rhine-Ruhr region.,1,3138.82
squad,456,1024,baai,True,What region does use the term 'private schools' to refer to universities?,North America,North America.,1,716.17
squad,456,1024,baai,True,What was the target percentage of households BSkyB wanted to reach?,36%,36% of households in the UK.,1,2828.1
squad,456,1024,baai,True,How are ergänzungsschulen funded?,tuition,Ergänzungsschulen are funded in whole by charging their students tuition fees.,1,2715.57
squad,456,1024,baai,True,What was Apple Talk ,a proprietary suite of networking protocols developed by Apple Inc. in 1985,A proprietary suite of networking protocols developed by Apple Inc. for Apple Macintosh computers.,1,2832.64
squad,456,1024,baai,True,"What alumni wrote ""The Closing of the American Mind""?",Allan Bloom,Allan Bloom.,1,2834.45
squad,456,1024,baai,True,Who demonstrated how to create a perfect number from a Mersenne prime?,Euclid,Euclid.,1,2968.62
squad,456,1024,baai,True,When are the new Sky Q products going to be available?,2016,2016.,1,2911.17
squad,456,1024,baai,True,How much oxygen is found is a liter of fresh water under normal conditions?,6.04 milliliters,6.04 milliliters (mL) per liter.,1,3001.13
squad,456,1024,baai,True,Where did Korea border Kublai's territory?,northeast,The northeast border.,1,1015.82
squad,456,1024,baai,True,What molecules of the adaptive immune system only exist in jawed vertebrates?,immunoglobulins and T cell receptors,Immunoglobulins and T cell receptors.,1,909.55
squad,456,1024,baai,True,What does  oxygen therapy promote the body to take up?,gaseous oxygen.,Gaseous oxygen.,1,2811.66
squad,456,1024,baai,True,What symbol was employed until early in the 20th century?,The show globe,The show globe was used until the early 20th century.,1,2954.94
squad,456,1024,baai,True,What did Maududi believe Muslim society could not be Islamic in the absence of?,Sharia,Sharia.,1,2815.73
squad,456,1024,baai,True,What was used to create a new electromagnetic theory to reconcile the troubles with electromagnetic theory as it used to stand?,quantum mechanics,Quantum mechanics.,1,3064.65
squad,456,1024,baai,True,What group of people performed revolutionary civil disobedience toward the Austrian government?,Hungarians,The Hungarians under Ferenc Deák.,1,1759.37
squad,456,1024,baai,True,Along what geographic feature are nine residential houses located?,Charles River,The Charles River.,1,1661.34
squad,456,1024,baai,True,Which of the tributaries in Germany contributes most? ,Moselle,"The Neckar is not mentioned as the largest contributor, but it is mentioned as one of the main tributaries.",1,2937.37
squad,456,1024,baai,True,Where did France focus its efforts to rebuild its empire?,Africa,"North and West Africa, as well as South-East Asia.",1,2861.02
squad,456,1024,baai,True,In what form are most hospital medications?,"unit-dose, or a single dose of medicine",Unit-dose.,1,3017.03
squad,456,1024,baai,True,What grew on a global scale as a result of imperialism?,the world's economy,The world's economy grew significantly.,1,1044.72
squad,456,1024,baai,True,By what process is singlet oxygen made in the tropophere?,photolysis of ozone,The photolysis of ozone by light of short wavelength.,1,2916.25
squad,456,1024,baai,True,Where does the Rhine river's measurement begin?,Old Rhine Bridge at Constance,The Old Rhine Bridge at Constance.,1,828.01
squad,456,1024,baai,True,A small fraction of the cold water flow from Lake Constance goes to what other lake?,Lake Überlingen,Lake Überlingen.,1,2525.31
squad,456,1024,baai,True,What suffered considerably for Warsaw when it had an Eastern Bloc economy?,infrastructure,Infrastructure in Warsaw suffered considerably.,1,2532.35
squad,456,1024,baai,True,What law connects relative velocities with inertia?,Newton's First,Newton's First Law of Motion.,1,1654.16
squad,456,1024,baai,True,The Maroons compete in what league division?,NCAA's Division III,Division III.,1,2892.15
squad,456,1024,baai,True,What city served as Poland's capital in 1313?,Kraków,Kraków.,1,1634.98
squad,456,1024,baai,True,The presence of who is highly likely even in small projects?,the mortgage banker,The mortgage banker.,1,2925.62
squad,456,1024,baai,True,Who challenged the plague theory first?,British bacteriologist J. F. D. Shrewsbury,J. F. D. Shrewsbury in 1970.,1,2876.38
squad,456,1024,baai,True,Which nation contains the majority of the amazon forest?,Brazil,Brazil.,1,1815.11
squad,456,1024,baai,True,What implication can be derived for P and NP if P and co-NP are established to be unequal?,P is not equal to NP,"If P and co-NP are established to be unequal, then it can be derived that P is not equal to NP.",1,2705.78
squad,456,1024,baai,True,What produces the high levels of oxygen on Earth?,oxygen cycle,Photosynthesis.,1,2827.39
squad,456,1024,baai,True,What are the skin cells that can be transformed into tumors known as?,melanocytes,Melanocytes.,1,1130.02
squad,456,1024,baai,True,What garden was formally only for royalty?,The Saxon Garden,The Saxon Garden.,1,1804.72
squad,456,1024,baai,True,What is another term for university-preparatory schools?,prep schools,"""prep schools""",1,2963.43
squad,456,1024,baai,True,Which central European country had a Calvinist ruler?,Prussia,Prussia.,1,2921.89
squad,456,1024,baai,True,Which reason is given sometimes to plead not guilty involving these matters?,Guilt implies wrong-doing,Guilt implies wrong-doing. I feel I have done no wrong.,1,1877.37
squad,456,1024,baai,True,What is the Victoria state bird?,helmeted honeyeater,The helmeted honeyeater is the Victoria state bird.,1,1056.3
squad,456,1024,baai,True,Telnet was sold to ,Telenet was incorporated in 1973 and started operations in 1975. It went public in 1979 and was then sold to GTE,GTE.,1,2882.02
squad,456,1024,baai,True,What have the two different Islamist movements been described as oscillating between?,poles,"Two poles: a strategy of Islamization through state power, and gradual Islamization from the bottom up.",1,3021.51
squad,456,1024,baai,True,Which Spanish officer established the settlement at St. Augustine?,Pedro Menéndez de Avilés,Pedro Menéndez de Avilés.,1,3015.94
squad,456,1024,baai,False,What were the structures built by the Soviets typical of?,an Eastern Bloc city,Eastern Bloc city.,1,455.68
squad,456,1024,baai,False,Packet Switching contrast with what other principal ,circuit switching,Circuit switching.,1,433.69
squad,456,1024,baai,False,What protestant religions made Northern European counties safe for Huguenot immigration?,Lutheran and Reformed,Lutheran and Reformed states.,1,621.38
squad,456,1024,baai,False,Why did OPEC raise the price of oil to $5.11?,In response to American aid to Israel,In response to American aid to Israel.,1,449.34
squad,456,1024,baai,False,BQP and QMA are examples of complexity classes most commonly associated with what type of Turing machine?,quantum,Quantum Turing machines.,1,2529.87
squad,456,1024,baai,False,What was the civil war against Ragibagh also called?,the War of the Two Capitals,The War of the Two Capitals.,1,2697.06
squad,456,1024,baai,False,How were Huguenot settlers assimilated into North American society at large?,married outside their immediate French communities,"The Huguenot settlers were assimilated into North American society through intermarriage with other communities, leading to the adoption of French first names and surnames by their descendants, and their integration into various Protestant denominations.",1,2499.87
squad,456,1024,baai,False,What is the high end of the temperature range in winter?,70,70.,1,2391.63
squad,456,1024,baai,False,What is the region called that is the largest conurbation of the Rhine?,Rhine-Ruhr,The Rhine-Ruhr region.,1,2427.05
squad,456,1024,baai,False,What region does use the term 'private schools' to refer to universities?,North America,North America.,1,2410.04
squad,456,1024,baai,False,What was the target percentage of households BSkyB wanted to reach?,36%,36% of households in the UK.,1,2438.1
squad,456,1024,baai,False,How are ergänzungsschulen funded?,tuition,Ergänzungsschulen are funded in whole by charging their students tuition fees.,1,2412.04
squad,456,1024,baai,False,What was Apple Talk ,a proprietary suite of networking protocols developed by Apple Inc. in 1985,A proprietary suite of networking protocols developed by Apple Inc. for Apple Macintosh computers.,1,2395.86
squad,456,1024,baai,False,"What alumni wrote ""The Closing of the American Mind""?",Allan Bloom,Allan Bloom.,1,2251.81
squad,456,1024,baai,False,Who demonstrated how to create a perfect number from a Mersenne prime?,Euclid,Euclid.,1,2405.67
squad,456,1024,baai,False,When are the new Sky Q products going to be available?,2016,2016.,1,2433.95
squad,456,1024,baai,False,How much oxygen is found is a liter of fresh water under normal conditions?,6.04 milliliters,6.04 milliliters (mL) per liter.,1,2465.09
squad,456,1024,baai,False,Where did Korea border Kublai's territory?,northeast,The northeast border.,1,2460.85
squad,456,1024,baai,False,What molecules of the adaptive immune system only exist in jawed vertebrates?,immunoglobulins and T cell receptors,Immunoglobulins and T cell receptors.,1,2456.05
squad,456,1024,baai,False,What does  oxygen therapy promote the body to take up?,gaseous oxygen.,Gaseous oxygen.,1,2394.9
squad,456,1024,baai,False,What symbol was employed until early in the 20th century?,The show globe,The show globe was used until the early 20th century.,1,2462.09
squad,456,1024,baai,False,What did Maududi believe Muslim society could not be Islamic in the absence of?,Sharia,Sharia.,1,2411.54
squad,456,1024,baai,False,What was used to create a new electromagnetic theory to reconcile the troubles with electromagnetic theory as it used to stand?,quantum mechanics,Quantum mechanics.,1,2409.78
squad,456,1024,baai,False,What group of people performed revolutionary civil disobedience toward the Austrian government?,Hungarians,The Hungarians under Ferenc Deák.,1,2751.31
squad,456,1024,baai,False,Along what geographic feature are nine residential houses located?,Charles River,The Charles River.,1,2575.09
squad,456,1024,baai,False,Which of the tributaries in Germany contributes most? ,Moselle,"The Neckar is not mentioned as the largest contributor, but it is mentioned as one of the main tributaries.",1,2459.26
squad,456,1024,baai,False,Where did France focus its efforts to rebuild its empire?,Africa,"North and West Africa, as well as South-East Asia.",1,2457.86
squad,456,1024,baai,False,In what form are most hospital medications?,"unit-dose, or a single dose of medicine",Unit-dose.,1,2458.7
squad,456,1024,baai,False,What grew on a global scale as a result of imperialism?,the world's economy,The world's economy grew significantly.,1,2461.35
squad,456,1024,baai,False,By what process is singlet oxygen made in the tropophere?,photolysis of ozone,The photolysis of ozone by light of short wavelength.,1,2438.1
squad,456,1024,baai,False,Where does the Rhine river's measurement begin?,Old Rhine Bridge at Constance,The Old Rhine Bridge at Constance.,1,2530.55
squad,456,1024,baai,False,A small fraction of the cold water flow from Lake Constance goes to what other lake?,Lake Überlingen,Lake Überlingen.,1,2449.22
squad,456,1024,baai,False,What suffered considerably for Warsaw when it had an Eastern Bloc economy?,infrastructure,Infrastructure in Warsaw suffered considerably.,1,2412.41
squad,456,1024,baai,False,What law connects relative velocities with inertia?,Newton's First,Newton's First Law of Motion.,1,2744.58
squad,456,1024,baai,False,The Maroons compete in what league division?,NCAA's Division III,Division III.,1,2422.01
squad,456,1024,baai,False,What city served as Poland's capital in 1313?,Kraków,Kraków.,1,2610.59
squad,456,1024,baai,False,The presence of who is highly likely even in small projects?,the mortgage banker,The mortgage banker.,1,2401.45
squad,456,1024,baai,False,Who challenged the plague theory first?,British bacteriologist J. F. D. Shrewsbury,J. F. D. Shrewsbury in 1970.,1,2424.92
squad,456,1024,baai,False,Which nation contains the majority of the amazon forest?,Brazil,Brazil.,1,2640.1
squad,456,1024,baai,False,What implication can be derived for P and NP if P and co-NP are established to be unequal?,P is not equal to NP,"If P and co-NP are established to be unequal, then it can be derived that P is not equal to NP.",1,2397.16
squad,456,1024,baai,False,What produces the high levels of oxygen on Earth?,oxygen cycle,Photosynthesis.,1,2399.3
squad,456,1024,baai,False,What are the skin cells that can be transformed into tumors known as?,melanocytes,Melanocytes.,1,2466.23
squad,456,1024,baai,False,What garden was formally only for royalty?,The Saxon Garden,The Saxon Garden.,1,2735.54
squad,456,1024,baai,False,What is another term for university-preparatory schools?,prep schools,"""prep schools""",1,2554.21
squad,456,1024,baai,False,Which central European country had a Calvinist ruler?,Prussia,Prussia.,1,2411.37
squad,456,1024,baai,False,Which reason is given sometimes to plead not guilty involving these matters?,Guilt implies wrong-doing,Guilt implies wrong-doing. I feel I have done no wrong.,1,2865.9
squad,456,1024,baai,False,What is the Victoria state bird?,helmeted honeyeater,The helmeted honeyeater is the Victoria state bird.,1,2628.03
squad,456,1024,baai,False,Telnet was sold to ,Telenet was incorporated in 1973 and started operations in 1975. It went public in 1979 and was then sold to GTE,GTE.,1,2447.64
squad,456,1024,baai,False,What have the two different Islamist movements been described as oscillating between?,poles,"Two poles: a strategy of Islamization through state power, and gradual Islamization from the bottom up.",1,2481.55
squad,456,1024,baai,False,Which Spanish officer established the settlement at St. Augustine?,Pedro Menéndez de Avilés,Pedro Menéndez de Avilés.,1,2449.35
